Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
Turkey,2000,100.0,90.1,178.5,130880000.0,17.29,93.17,0.0,31.16,25.062334,13486.676,3.27,,10.657172,6.933239705,4337.478003,110,783562.0,38.963745,35.243322
Turkey,2001,100.0,90.8,183.61,10000.0,18.12,97.85,0.0,24.34,19.919796,12073.247,3.2,,9.108514,-5.750006555,3142.920998,110,783562.0,38.963745,35.243322
Turkey,2002,100.0,91.3,189.72,,17.49,94.46,0.0,33.96,26.444479,13026.9795,3.17,,11.535796,6.447722047,3687.956093,110,783562.0,38.963745,35.243322
Turkey,2003,100.0,91.7,192.09,,16.29,103.96,0.0,35.56,25.487387,13613.353,3.18,,11.330117,5.763206067,4760.104019,110,783562.0,38.963745,35.243322
Turkey,2004,99.99799,92.3,190.44,128920000.0,16.78,103.43,0.0,46.31,30.926939,14380.439,2.97,,13.691692,9.795936389,6101.632117,110,783562.0,38.963745,35.243322
Turkey,2005,99.98703,92.8,191.82,350000.0,15.34,121.81,0.0,39.74,24.599195,14507.764,2.84,,11.418583,8.992304936,7456.296101,110,783562.0,38.963745,35.243322
Turkey,2006,99.960724,93.1,192.47,240000.0,14.23,131.65,0.0,44.52,25.271046,15888.103,2.94,,11.456921,6.947988086,8101.856924,110,783562.0,38.963745,35.243322
Turkey,2007,99.92317,93.4,196.24,1640000.0,12.48,154.95,0.0,36.46,19.048117,16664.893,3.02,,8.7794895,5.043507932,9791.88245,110,783562.0,38.963745,35.243322
Turkey,2008,99.88086,93.7,203.48,66710000.0,12.53,163.89,0.0,34.42,17.356663,16521.768,2.94,,8.211599,0.815024573,10941.17215,110,783562.0,38.963745,35.243322
Turkey,2009,99.850876,93.9,217.73,494550000.0,13.12,156.58,0.0,38.15,19.59123,16535.234,3.08,,8.923344,-4.823153953,9103.474051,110,783562.0,38.963745,35.243322
Turkey,2010,100.0,94.2,240.14,270520000.0,14.21,155.34,0.0,55.72,26.400076,17211.758,3.06,,12.280028,8.427104323,10742.77498,110,783562.0,38.963745,35.243322
Turkey,2011,100.0,94.3,259.87,801710000.0,12.68,171.19,0.0,58.09,25.335835,18146.143,2.92,,11.913782,11.20011058,11420.55546,110,783562.0,38.963745,35.243322
Turkey,2012,100.0,94.5,297.19,263710000.0,13.03,174.17,0.0,65.21,27.241205,18988.32,2.92,,12.522766,4.788492711,11795.63346,110,783562.0,38.963745,35.243322
Turkey,2013,100.0,94.7,336.52,595990000.0,13.8,170.65,0.0,69.22,28.857298,18532.307,2.63,,13.313222,8.485816997,12614.78161,110,783562.0,38.963745,35.243322
Turkey,2014,100.0,94.8,361.78,515970000.0,11.51,199.0,0.0,52.62,20.912487,18718.594,2.59,,9.769227,4.939715161,12157.99043,110,783562.0,38.963745,35.243322
Turkey,2015,100.0,94.9,401.33,389350000.0,13.34,177.64,0.0,83.65,32.014236,20173.496,2.65,,14.063813,6.084486904,11006.27952,110,783562.0,38.963745,35.243322
Turkey,2016,100.0,95.1,431.5,1364150000.0,13.23,183.45,0.0,90.24,32.97161,20824.393,2.72,,14.479534,3.323084208,10894.60338,110,783562.0,38.963745,35.243322
Turkey,2017,100.0,95.2,477.67,403600000.0,11.4,209.19,0.0,87.24,29.43022,21773.725,2.71,,13.170472,7.501997489,10589.66772,110,783562.0,38.963745,35.243322
Turkey,2018,100.0,95.2,512.88,1062530000.0,11.83,206.09,0.0,97.77,32.176003,21345.375,2.59,,14.846624,2.979885235,9454.348443,110,783562.0,38.963745,35.243322
Turkey,2019,100.0,95.2,534.43,360120000.0,14.12,170.53,0.0,132.26,43.680435,21973.062,2.61,,19.254936,0.889585161,9121.515167,110,783562.0,38.963745,35.243322
Turkey,2020,100.0,95.2,585.71,,,177.08,0.0,128.34,42.02082,21435.07,,,19.15011,1.793551396,8536.43332,110,783562.0,38.963745,35.243322
United Kingdom,2000,100.0,100.0,,,0.96,279.34,85.06,9.98,25.385971,45275.645,4.14,530890.0,1.1345575,3.672369105,28223.06757,281,243610.0,55.378051,-3.435973
United Kingdom,2001,100.0,100.0,,,0.85,282.72,90.09,9.56,26.061146,45559.023,4.05,545260.0,1.0856745,2.072656279,27806.44882,281,243610.0,55.378051,-3.435973
United Kingdom,2002,100.0,100.0,,,0.97,285.62,87.85,11.13,25.735828,44332.9,3.9,530789.978,1.2876195,2.123222773,30049.89632,281,243610.0,55.378051,-3.435973
United Kingdom,2003,100.0,100.0,,,0.93,296.15,88.69,10.62,25.112528,44750.703,3.84,543039.978,1.2342336,3.029889927,34487.46757,281,243610.0,55.378051,-3.435973
United Kingdom,2004,100.0,100.0,,,1.14,297.15,80.0,14.14,24.058882,44856.6,3.71,543080.0171,1.6083946,2.355629762,40371.71083,281,243610.0,55.378051,-3.435973
United Kingdom,2005,100.0,100.0,,,1.35,296.87,81.62,16.93,24.922867,44937.305,3.62,540919.9829,1.924693,2.59328001,42132.09072,281,243610.0,55.378051,-3.435973
United Kingdom,2006,100.0,100.0,,,1.55,299.88,75.45,18.11,23.779991,44057.82,3.47,542059.9976,2.1163092,2.584104677,44654.09692,281,243610.0,55.378051,-3.435973
United Kingdom,2007,100.0,100.0,,,1.84,310.26,63.03,19.69,21.049417,42517.13,3.27,530500.0,2.42211,2.269486875,50653.25691,281,243610.0,55.378051,-3.435973
United Kingdom,2008,100.0,100.0,,,2.79,310.5,52.49,21.85,19.317118,41451.902,3.24,515340.0269,2.912039,-0.239638085,47549.34863,281,243610.0,55.378051,-3.435973
United Kingdom,2009,100.0,100.0,,,3.38,278.73,69.1,25.25,25.289482,39040.56,3.18,466489.9902,3.545405,-4.247356266,38952.21103,281,243610.0,55.378051,-3.435973
United Kingdom,2010,100.0,100.0,,,3.67,290.59,62.14,26.18,23.308966,39540.008,3.23,482440.0024,3.6591299,2.131438198,39688.61497,281,243610.0,55.378051,-3.435973
United Kingdom,2011,100.0,100.0,,,4.44,260.88,68.98,35.2,28.537775,37007.074,2.96,445589.9963,4.891127,1.457563391,42284.88449,281,243610.0,55.378051,-3.435973
United Kingdom,2012,100.0,100.0,,,4.77,249.25,70.4,41.24,30.934633,37292.91,2.99,467779.9988,5.453807,1.469887521,42686.80005,281,243610.0,55.378051,-3.435973
United Kingdom,2013,100.0,100.0,,,6.02,231.56,70.61,53.21,34.84158,36881.977,2.88,453760.0098,6.9547257,1.890018342,43713.81412,281,243610.0,55.378051,-3.435973
United Kingdom,2014,100.0,100.0,,,7.36,206.94,63.75,64.52,38.265564,34583.77,2.64,415600.0061,8.877189,2.991164814,47787.2413,281,243610.0,55.378051,-3.435973
United Kingdom,2015,100.0,100.0,,,8.61,182.43,70.34,82.57,45.5985,34890.32,2.61,401079.9866,10.976621,2.622596679,45404.56777,281,243610.0,55.378051,-3.435973
United Kingdom,2016,100.0,100.0,,,8.6,181.56,71.73,82.99,46.009277,34296.684,2.53,380809.9976,11.037631,2.263463538,41499.5557,281,243610.0,55.378051,-3.435973
United Kingdom,2017,100.0,100.0,,,9.7,165.91,70.34,98.85,50.489407,34098.812,2.45,367000.0,12.948246,2.134453093,40857.75558,281,243610.0,55.378051,-3.435973
United Kingdom,2018,100.0,100.0,,,10.99,155.41,65.06,110.03,52.977306,33771.496,2.41,360730.011,14.526468,1.650925496,43646.95197,281,243610.0,55.378051,-3.435973
United Kingdom,2019,100.0,100.0,,,12.24,144.99,56.18,120.48,54.923054,32893.76,2.3,348920.0134,16.24154,1.671944197,43070.49836,281,243610.0,55.378051,-3.435973
United Kingdom,2020,100.0,100.0,,,,124.78,50.85,131.74,59.403976,29425.54,,,20.078987,-9.396160006,41059.16881,281,243610.0,55.378051,-3.435973
United States,2000,100.0,100.0,,,5.43,2697.28,753.89,350.93,29.05815,93999.86,6.73,5775810.0,4.027357,4.127484017,36334.90878,36,9833517.0,37.09024,-95.712891
United States,2001,100.0,100.0,,,4.68,2678.68,768.83,280.06,28.138706,90772.18,6.54,5748260.0,3.421371,0.998340792,37133.24281,36,9833517.0,37.09024,-95.712891
United States,2002,100.0,100.0,,,4.84,2727.83,780.06,336.34,29.040926,91201.06,6.5,5593029.785,4.0155067,1.741695251,38023.16111,36,9833517.0,37.09024,-95.712891
United States,2003,100.0,100.0,,,5.33,2756.03,763.73,349.18,28.765244,90619.11,6.33,5658990.234,4.1800404,2.861210768,39496.48588,36,9833517.0,37.09024,-95.712891
United States,2004,100.0,100.0,,,5.48,2818.28,788.53,345.14,28.686348,91504.484,6.22,5738290.039,4.1015115,3.798891125,41712.80107,36,9833517.0,37.09024,-95.712891
United States,2005,100.0,100.0,,,5.84,2899.96,781.99,353.04,28.129686,90654.53,6.04,5753490.234,4.219231,3.513213799,44114.74778,36,9833517.0,37.09024,-95.712891
United States,2006,100.0,100.0,,,6.4,2878.56,787.22,381.16,28.870703,89067.04,5.82,5653080.078,4.6788607,2.854972294,46298.73144,36,9833517.0,37.09024,-95.712891
United States,2007,100.0,100.0,,,6.3,2988.24,806.42,347.91,27.865068,89395.14,5.81,5736319.824,4.3730087,1.876171454,47975.9677,36,9833517.0,37.09024,-95.712891
United States,2008,100.0,100.0,,,6.85,2924.21,806.21,377.11,28.808554,86378.65,5.67,5558379.883,5.0045505,-0.136579803,48382.55845,36,9833517.0,37.09024,-95.712891
United States,2009,100.0,100.0,,,7.35,2725.41,798.85,415.56,30.823996,81376.18,5.53,5156430.176,5.8000064,-2.536757067,47099.98047,36,9833517.0,37.09024,-95.712891
United States,2010,100.0,100.0,,,7.44,2882.49,806.97,424.48,29.93359,83397.48,5.52,5392109.863,5.8405547,2.56376656,48466.6576,36,9833517.0,37.09024,-95.712891
United States,2011,100.0,100.0,,,8.36,2788.93,790.2,509.74,31.792154,81962.36,5.36,5173600.098,6.8973193,1.550835505,49882.55813,36,9833517.0,37.09024,-95.712891
United States,2012,100.0,100.0,,,8.73,2779.02,769.33,492.32,31.223783,79102.34,5.15,4956060.059,6.886334,2.249545852,51602.93105,36,9833517.0,37.09024,-95.712891
United States,2013,100.0,100.0,,,9.08,2746.21,789.02,520.38,32.28614,80556.516,5.15,5092100.098,7.1346164,1.842081071,53106.53677,36,9833517.0,37.09024,-95.712891
United States,2014,100.0,100.0,,,9.22,2752.01,797.17,546.83,32.81242,80725.086,5.08,5107209.961,7.262891,2.525973446,55049.98833,36,9833517.0,37.09024,-95.712891
United States,2015,100.0,100.0,,,9.03,2730.32,797.18,556.49,33.14577,79317.37,4.88,4990709.961,7.468743,3.07551465,56863.3715,36,9833517.0,37.09024,-95.712891
United States,2016,100.0,100.0,,,9.46,2656.96,805.69,624.91,34.998875,78613.54,4.74,4894500.0,8.285086,1.711426774,58021.4005,36,9833517.0,37.09024,-95.712891
United States,2017,100.0,100.0,,,9.92,2540.17,804.95,707.19,37.315506,78289.01,4.62,4819370.117,9.082049,2.332679395,60109.65573,36,9833517.0,37.09024,-95.712891
United States,2018,100.0,100.0,,,10.12,2661.3,807.08,733.17,36.659092,80583.34,4.61,4975310.059,8.964939,2.996464352,63064.41841,36,9833517.0,37.09024,-95.712891
United States,2019,100.0,100.0,,,10.42,2588.21,809.41,760.76,37.75918,79489.016,4.51,4817720.215,9.315263,2.161176515,65279.52903,36,9833517.0,37.09024,-95.712891
United States,2020,100.0,100.0,,,,2431.9,789.88,821.4,39.8518,73236.14,,,10.532232,-3.404591573,63593.44362,36,9833517.0,37.09024,-95.712891
